date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:43:09	1709/1709	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ad-63644e39-4a0651174f1ec4bf;gz%22	https://caseiroslucrativos.online/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://caseiroslucrativos.online/ic/)
23:43:09	95541/95541	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217535-63644e39-3dc3c9cb335961a2;gz%22	https://caseiroslucrativos.online/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=9.2.1	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/pixelyoursite/dist/scripts/public504d.js	(from https://caseiroslucrativos.online/ic/)
23:43:09	84819/84819	---M--	200	added ('OK')	image/png	etag:%2214b53-6365534b-b6d039ae1fab8877;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/TITULO-IOGURTE.png	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/TITULO-IOGURTE.png	(from https://caseiroslucrativos.online/ic/)
23:43:10	675/675	---M--	200	added ('OK')	image/jpeg	etag:%2255279563aa1fee01828028a39bd8b5e0%22	https://images.converteai.net/3c59b485-a98d-4f4a-9962-e77fe81602ea/players/638010caa5b479000af11105/thumbnail.jpg	C:/Users/pedro/Downloads/dss/images.converteai.net/3c59b485-a98d-4f4a-9962-e77fe81602ea/players/638010caa5b479000af11105/thumbnail.jpg	(from https://caseiroslucrativos.online/ic/)
23:43:10	2437/2437	---MCZ	200	added ('OK')	application/javascript	etag:W/%2207718118445713b1ceb3a6d169f499c5%22	https://scripts.converteai.net/3c59b485-a98d-4f4a-9962-e77fe81602ea/players/638010caa5b479000af11105/player.js	C:/Users/pedro/Downloads/dss/scripts.converteai.net/3c59b485-a98d-4f4a-9962-e77fe81602ea/players/638010caa5b479000af11105/player.js	(from https://caseiroslucrativos.online/ic/)
23:43:10	12992/12992	---M-Z	200	added ('OK')	text/css	etag:%2232c0-63718dbf-871d14b4711a7c;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://caseiroslucrativos.online/ic/)
23:43:11	178393/178393	---M--	200	added ('OK')	image/png	etag:%222b8d9-6365535e-831482b4306e139f;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/IMG-YGT-03-1024x379.png	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/IMG-YGT-03-1024x379.png	(from https://caseiroslucrativos.online/ic/)
23:43:11	11775/11775	---M-Z	200	added ('OK')	text/css	etag:%222dff-63718dbf-45178977a0a02ebb;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://caseiroslucrativos.online/ic/)
23:43:11	30604/30604	---M--	200	added ('OK')	image/png	etag:%22778c-63644f0b-d6cd758a1b42e082;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/ICONES-REGUA-1-1.png	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/ICONES-REGUA-1-1.png	(from https://caseiroslucrativos.online/ic/)
23:43:12	19282/19282	---M-Z	200	added ('OK')	text/css	etag:%224b52-63644d8c-120b1ed78fe011ae;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	(from https://caseiroslucrativos.online/ic/)
23:43:12	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-63718dbf-3802eea6b7d1591e;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.8.1	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/lib/animations/animations.min7e2e.css	(from https://caseiroslucrativos.online/ic/)
23:43:13	5184/5184	---M-Z	200	added ('OK')	application/x-javascript	etag:%221440-63644d8c-34c36bf5b8218d54;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.7.3	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min1ac1.js	(from https://caseiroslucrativos.online/ic/)
23:43:13	4957/4957	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135d-63718dc0-a5dc01e596d28d5b;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.8.1	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/webpack.runtime.min7e2e.js	(from https://caseiroslucrativos.online/ic/)
23:43:14	32947/32947	---M-Z	200	added ('OK')	application/x-javascript	etag:%2280b3-63718dc0-fba385c4a10949f5;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.8.1	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/frontend-modules.min7e2e.js	(from https://caseiroslucrativos.online/ic/)
23:43:14	583383/583383	---M--	200	added ('OK')	image/png	etag:%228e6d7-637f78a5-3fd43857f8d698b5;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/selo-1024x1024.png	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/selo-1024x1024.png	(from https://caseiroslucrativos.online/ic/)
23:43:14	6475/6475	---M-Z	200	added ('OK')	application/x-javascript	etag:%22194b-63644c13-3a82d99bb34913b1;gz%22	https://caseiroslucrativos.online/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://caseiroslucrativos.online/ic/)
23:43:14	1083518/1083518	---M--	200	added ('OK')	image/png	etag:%2210887e-63644f0f-88f1289b960e3631;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/MOckup3D-1-min-1024x1024.png	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/MOckup3D-1-min-1024x1024.png	(from https://caseiroslucrativos.online/ic/)
23:43:14	17823/17823	---M-Z	200	added ('OK')	application/x-javascript	etag:%22459f-63644c13-abfca925fe5be362;gz%22	https://caseiroslucrativos.online/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://caseiroslucrativos.online/ic/)
23:43:15	4910/4910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22132e-63644c13-9f27e652994c39d7;gz%22	https://caseiroslucrativos.online/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/dist/hooks.min6c65.js	(from https://caseiroslucrativos.online/ic/)
23:43:15	10230/10230	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227f6-63644c13-50a3300eb22b009d;gz%22	https://caseiroslucrativos.online/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/dist/i18n.mine57b.js	(from https://caseiroslucrativos.online/ic/)
23:43:15	21417/21417	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253a9-63644d8c-328d8988fff397cf;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.3	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/js/frontend.min1ac1.js	(from https://caseiroslucrativos.online/ic/)
23:43:15	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-63718dbf-433e01e3f715b8c2;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://caseiroslucrativos.online/ic/)
23:43:15	21440/21440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253c0-63644c13-f9c2cb9499cb489d;gz%22	https://caseiroslucrativos.online/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/jquery/ui/core.min3f14.js	(from https://caseiroslucrativos.online/ic/)
23:43:16	40513/40513	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e41-63718dc0-10c1c2c8d830690e;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/frontend.min7e2e.js	(from https://caseiroslucrativos.online/ic/)
23:43:16	24382/24382	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f3e-63644d8c-a91e99d44cef9890;gz%22	https://caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.3	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min1ac1.js	(from https://caseiroslucrativos.online/ic/)
23:43:16	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-63644c13-2c7ccff1449d6ff2;gz%22	https://caseiroslucrativos.online/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/underscore.mind584.js	(from https://caseiroslucrativos.online/ic/)
23:43:17	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-63644c13-2ed93104255098a2;gz%22	https://caseiroslucrativos.online/wp-includes/js/wp-util.min.js?ver=6.1.1	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-includes/js/wp-util.min6a4d.js	(from https://caseiroslucrativos.online/ic/)
23:43:17	754/754	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f2-636d8762-e888380f1feb1318;gz%22	https://caseiroslucrativos.online/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.8	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min725d.js	(from https://caseiroslucrativos.online/ic/)
23:43:17	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Nov%202022%2002:43:19%20GMT	http://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-01-YOGURTE-BKG.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-01-YOGURTE-BKG.28.delayed	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:19	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Nov%202022%2002:43:19%20GMT	http://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-02-YOGURTE.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-02-YOGURTE.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:20	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Nov%202022%2002:43:21%20GMT	http://caseiroslucrativos.online/wp-content/uploads/2022/11/88A74.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/88A74.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:20	646364/646364	---M--	200	added ('OK')	image/jpeg	etag:%229dcdc-6365534d-18ebc9229ec2d8ee;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-01-YOGURTE-BKG.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-01-YOGURTE-BKG.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:22	344161/344161	---M--	200	added ('OK')	image/jpeg	etag:%2254061-6365534f-18c1d6d6a45e2c13;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-02-YOGURTE.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-02-YOGURTE.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:22	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Nov%202022%2002:43:22%20GMT	http://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-05-YOGURTE.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-05-YOGURTE.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:24	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Nov%202022%2002:43:24%20GMT	http://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-03-BOLO.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-03-BOLO.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:24	765975/765975	---M--	200	added ('OK')	image/jpeg	etag:%22bb017-63655357-f041ab37dc698c39;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/88A74.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/88A74.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:25	356497/356497	---M--	200	added ('OK')	image/jpeg	etag:%2257091-6365535c-9f239ee5e4eb4546;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-05-YOGURTE.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-05-YOGURTE.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:26	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Nov%202022%2002:43:27%20GMT	http://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-04-BKG-2.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-04-BKG-2.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:27	234448/234448	---M--	200	added ('OK')	image/jpeg	etag:%22393d0-6365535a-a37be8012164a404;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-04-BKG-2.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-04-BKG-2.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:27	105267/105267	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Nov%202022%2002:43:28%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/pedro/Downloads/dss/connect.facebook.net/en_US/fbevents.js	(from https://caseiroslucrativos.online/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=9.2.1)
23:43:28	47438/47438	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Nov%202022%2002:43:29%20GMT	https://caseiroslucrativos.online/ic/-negative.svg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/ic/-negative.svg	(from https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1)
23:43:28	594371/594371	---M--	200	added ('OK')	image/jpeg	etag:%22911c3-63644f0a-e218bcd26effae9b;;;%22	https://caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-03-BOLO.jpg	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/wp-content/uploads/2022/11/BLOCO-03-BOLO.jpg	(from https://caseiroslucrativos.online/wp-content/uploads/elementor/css/post-77.css?ver=1669396567)
23:43:28	47343/47343	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Nov%202022%2002:43:29%20GMT	https://caseiroslucrativos.online/ic/OPR/	C:/Users/pedro/Downloads/dss/caseiroslucrativos.online/ic/OPR/index.html	(from https://caseiroslucrativos.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1)
